#Collision Wall Right In Front of
1201	12001	55	12003	55	12004	55	12006	55	12007	55
#Fly Right Behind
1202	12008	55	12011	55	12013	55	12014	55
#Rotate Right 360 
1203	12015	80	12017	80	12018	80	12019	80	12020	80	12021	80	12022	80	12023	80

#MINES
#Ready
1300	13000	100	13001	100

#ENEMY DIE
9000	90000	50	90001	50	90002	50	90002	50
#brick breaker
501	4003	100
90000	900000	50	900001	50	900002	50	900002	50
##::::::::::::::::::::::::::::::::::::::::::::::::: ENEMY OVERWORLD ::::::::::::::::::::::::::::::::::::::::::::##
#EyeBalls
#fly
2000	20000	200	20001	200
#Attack
20001	20002	100


##::::::::::::::::::::::::::::::::::::::::::::::::: BULLET ENEMY ::::::::::::::::::::::::::::::::::::::::::::::::::::::::##
#BULLETFLOATERS
10000	100000	1000

#BulletSkulls
10500	100200	1000

#BulletMines
10600	100300	1000

#bang
10100	100100	50	100101	50	100102	50	100102	50


###=============== LOAD ANIMATION_SET ================###

# id	ani1	ani2	ani3
# id tuan theo define
[ANIMATION_SETS]

##'''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''MAP''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''##
#map
30	100


##'''''''''''''''''''''''''''''''''''''''''''''''''''''''''''' ENEMY'''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''##

# CENTIPENDE
10	400	9000
# GOLEM
11	500	9000

#DOMES
13	700	701	702	703	704	705	9000
#FLOATERS
14	800	801	9000
#INSECT
15	900	901	9000

#ORBS
16	1000	9000

#SKULLS
#17	1100	1101	9000
17	1100	1101	9000
#ORBEZ
18	1200	1201	1202	1203	9000

#MINES
19	1300	9000

#EYEBALLS
20	2000	2001	9000
#brick breaker
170	501	90000
[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type

# BRICK
1	0	192	22	510	48
1	0	160	22	96	32
1	160	160	22	64	32
1	288	160	22	64	32
1	416	160	22	94	32

1	0	0	22	32	235
1	480	0	22	32	235

#back
2	0	130	5	425	111.5	0	1	1	246	41.47
#go
2	465	130	7	64	398.5	0	1	1	0	745
#ORBS
16	278	20	16
16	342	20	16
16	380	20	16
16	215	20	16
16	180	20	16
#Centipede
#10	148	40	10
#Golem
#11	200	125	11	
#Domes
#13	276	40	13
#FLOATER
#14	920	75	14
#INSECT
#15	200	100	15
#ORBS
#16	230	100	16
#SKULLS
#17	200	100	17
#ORBEZ
#18	200	100	18
#MINES
#19	150	100	19
#EYEBALLS
#20	180	100	20
