#Collision Wall Right In Front of
1201	12001	55	12003	55	12004	55	12006	55	12007	55
#Fly Right Behind
1202	12008	55	12011	55	12013	55	12014	55
#Rotate Right 360 
1203	12015	80	12017	80	12018	80	12019	80	12020	80	12021	80	12022	80	12023	80

#MINES
#Ready
1300	13000	100	13001	100

#ENEMY DIE
9000	90000	50	90001	50	90002	50	90002	50
#brick breaker
501	4003	100
90000	900000	50	900001	50	900002	50	900002	50
##::::::::::::::::::::::::::::::::::::::::::::::::: ENEMY OVERWORLD ::::::::::::::::::::::::::::::::::::::::::::##
#EyeBalls
#fly
2000	20000	200	20001	200
#Attack
20001	20002	100


##::::::::::::::::::::::::::::::::::::::::::::::::: BULLET ENEMY ::::::::::::::::::::::::::::::::::::::::::::::::::::::::##
#BULLETFLOATERS
10000	100000	1000

#BulletSkulls
10500	100200	1000

#BulletMines
10600	100300	1000

#bang
10100	100100	50	100101	50	100102	50	100102	50


###=============== LOAD ANIMATION_SET ================###

# id	ani1	ani2	ani3
# id tuan theo define
[ANIMATION_SETS]

##'''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''MAP''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''##
#map
30	100


##'''''''''''''''''''''''''''''''''''''''''''''''''''''''''''' ENEMY'''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''##

# CENTIPENDE
10	400	9000
# GOLEM
11	500	9000

#DOMES
13	700	701	702	703	704	705	9000
#FLOATERS
14	800	801	9000
#INSECT
15	900	901	9000

#ORBS
16	1000	9000

#SKULLS
17	1100	1101	9000

#ORBEZ
18	1200	1201	1202	1203	9000

#MINES
19	1300	9000

#EYEBALLS
20	2000	2001	9000
#brick breaker
170	501	90000

###==================== LOAD OBJECT ===================###

##<<<<<<<<<<<<<<<<<<<<<<<<<GATE>>>>>>>>>>>>>>>>>>>>>>##

[OBJECTS]
# type	x	y	extra_settings per object type	width	height
# type
#Brick

[OBJECTS]
# type	x	y	extra_settings per object type
# type: 1 = Brick, 2 = Torch, 3 = Gate, 4 = Stairs
#brick breaker

#viền trái
1	0	0	22	31	1440
#viền phải
1	480	0	22	31	1440
#viền trên
1	0	0	22	600	64
#viền dưới
1	0	1249	22	600	64

#ngang 1-1
1	97	97	22	254	30
#ngang 1-2
1	415	97	22	100	30
#ngang 2-1
1	0	160	22	159	30
#ngang  2-2
1	352	160	22	150	30
#ngang 3
1	97	225	22	454	30
#ngang 4
1	0	289	22	352	30
#ngang 5 nhỏ phải
1	352	353	22	63	30
#ngang 6
1	97	417	22	255	30
#ngang 7
1	0	481	22	96	30
#ngang 8-1
1	0	545	22	223	30
#ngang 8-2
1	289	545	22	127	30
#ngang 9
1	416	609	22	140	30
#ngang 10
1	97	673	22	319	30
#ngang 11-2
1	416	737	22	140	30
#ngang 11-1
1	0	737	22	96	30
#ngang 12-1
1	95	801	22	65	30
#ngang 12-2
1	223	801	22	193	30
#ngang 13-1
1	0	865	22	223	30
#ngang 13-2
1	416	865	22	96	30
#ngang 14
1	160	929	22	256	30
#ngang 15-2
1	416	993	22	96	30
#ngang 15-1
1	0	993	22	160	30
#ngang 16
1	96	1057	22	320	30
#ngang 17-1
1	0	1121	22	96	30
#ngang 17-2
1	416	1121	22	96	30
#ngang 18-1
1	0	1185	22	160	30
#ngang 18-2
1	223	1185	22	360	30
#dọc 1
1	256	127	33	32	79
#dọc 2
1	256	703	33	32	79
#dọc kế kế cuối
1	319	831	33	32	79
#dọc kế cuối
1	256	959	33	32	79
#dọc cuối
1	319	1087	33	32	79
#brick breaker
170	256	208	170	32	16
170	256	784	170	32	16
170	319	912	170	32	16
170	256	1040	170	32	16
170	319	1168	170	32	16
#Gate
#	gateX	gateY	stage	playerX	playerY	state	camera	typeplayer	camX	camY
#back
2	0	1130	1	942	143	0	1	1	754	0
#go
2	465	120	3	95	141.5	0	1	1	0	0
#FLOATER
14	128	1110	14
14	154	1110	14
14	210	1140	14
14	269	1110	14
#Domes
13	264	1160	13
13	190	70	13
13	265	70	13
13	285	70	13
#Golem
11	83	950	11
#INSECT
15	350	750	15
15	342	595	15
15	363	463	15
15	303	500	15
#ORBS
16	192	475	16
16	274	320	16
16	212	425	16
16	234	360	16
#Centipede
10	269	277	10
10	146	277	10
#SKULLS
17	104	110	17
17	277	110	17
17	440	110	17
#FLOATER
#14	600	75	14
#INSECT
#15	350	750	15
#ORBS
#16	230	100	16
#SKULLS
#17	200	100	17
#ORBEZ
#18	200	100	18
#MINES
#19	150	100	19
#EYEBALLS
#20	180	100	20
